Name,Age,Nationality,Position,Team,Game Position,Star Rating,"Helper Cells
IGNORE",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Stopping,Claiming,Distribution,Shooting,Dribbling,Passing,Defence,Unnamed: 21,Stopping.1,Claiming.1,Distribution.1,Shooting.1,Dribbling.1,Passing.1,Defence.1,Unnamed: 29,Stopping.2,Claiming.2,Distribution.2,Shooting.2,Dribbling.2,Passing.2,Defence.2,Unnamed: 37,Stopping.3,Claiming.3,Distribution.3,Shooting.3,Dribbling.3,Passing.3,Defence.3,Unnamed: 45,Stopping.4,Claiming.4,Distribution.4,Shooting.4,Dribbling.4,Passing.4,Defence.4,Photos,Unnamed: 54,OPTA ID,Team Badge,"Concatenate Name with "".png""","double checking if name match with image name (1 = yes, 0 = no)",MetadataCommon,MetadataUncommon,MetadataRare,MetadataUltra Rare,MetadataLegendary,ImageCommon,ImageUncommon,ImageRare,ImageUltra Rare,ImageLegendary
Robert Kenedy Nunes Do Nascimento,28,Brazil,Left Winger,REAL VALLADOLID CF,Offence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.5,1.3,1.25,1.0,,1.0,1.0,1.0,1.6,1.4,1.35,1.1,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.95,1.75,1.7,1.45,,1.0,1.0,1.0,2.2,2.0,1.95,1.7,Robert Kenedy Nunes Do Nascimento.png,,1jz6a0l9q2v38adtntoe30t1,Real Valladolid.png,Robert Kenedy Nunes Do Nascimento.png,1,https://players.gameon.app/laliga/season/metadata/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Common_0.json,https://players.gameon.app/laliga/season/metadata/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Legendary_0.json,https://players.gameon.app/laliga/season/images/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Common_0.png,https://players.gameon.app/laliga/season/images/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Rare_0.png,https://players.gameon.app/laliga/season/images/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Robert Kenedy Nunes Do Nascimento/Robert Kenedy Nunes Do Nascimento_Legendary_0.png
Selim Amallah,27,Morocco,Attacking Midfield,REAL VALLADOLID CF,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Selim Amallah.png,,1pg0b32xb9230zit0ndyd79ih,Real Valladolid.png,Selim Amallah.png,1,https://players.gameon.app/laliga/season/metadata/Selim Amallah/Selim Amallah_Common_0.json,https://players.gameon.app/laliga/season/metadata/Selim Amallah/Selim Amallah_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Selim Amallah/Selim Amallah_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Selim Amallah/Selim Amallah_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Selim Amallah/Selim Amallah_Legendary_0.json,https://players.gameon.app/laliga/season/images/Selim Amallah/Selim Amallah_Common_0.png,https://players.gameon.app/laliga/season/images/Selim Amallah/Selim Amallah_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Selim Amallah/Selim Amallah_Rare_0.png,https://players.gameon.app/laliga/season/images/Selim Amallah/Selim Amallah_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Selim Amallah/Selim Amallah_Legendary_0.png
Stanko Juric,28,Croatia,Defensive Midfield,REAL VALLADOLID CF,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Stanko Juric.png,,9wpkjal85qxddca606t65d6uh,Real Valladolid.png,Stanko Juric.png,1,https://players.gameon.app/laliga/season/metadata/Stanko Juric/Stanko Juric_Common_0.json,https://players.gameon.app/laliga/season/metadata/Stanko Juric/Stanko Juric_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Stanko Juric/Stanko Juric_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Stanko Juric/Stanko Juric_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Stanko Juric/Stanko Juric_Legendary_0.json,https://players.gameon.app/laliga/season/images/Stanko Juric/Stanko Juric_Common_0.png,https://players.gameon.app/laliga/season/images/Stanko Juric/Stanko Juric_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Stanko Juric/Stanko Juric_Rare_0.png,https://players.gameon.app/laliga/season/images/Stanko Juric/Stanko Juric_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Stanko Juric/Stanko Juric_Legendary_0.png
Victor Andres Meseguer Cavas,25,Spain,Central Midfield,REAL VALLADOLID CF,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Victor Andres Meseguer Cavas.png,,8f0vs1vyfrbctdt7lahtdeelm,Real Valladolid.png,Victor Andres Meseguer Cavas.png,1,https://players.gameon.app/laliga/season/metadata/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Common_0.json,https://players.gameon.app/laliga/season/metadata/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Legendary_0.json,https://players.gameon.app/laliga/season/images/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Common_0.png,https://players.gameon.app/laliga/season/images/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Rare_0.png,https://players.gameon.app/laliga/season/images/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Victor Andres Meseguer Cavas/Victor Andres Meseguer Cavas_Legendary_0.png
Adria Giner Pedrosa,26,Spain,Left-Back,SEVILLA FC,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Adria Giner Pedrosa.png,,8rprxly1blrhq9cwhfqoheeax,Sevilla.png,Adria Giner Pedrosa.png,1,https://players.gameon.app/laliga/season/metadata/Adria Giner Pedrosa/Adria Giner Pedrosa_Common_0.json,https://players.gameon.app/laliga/season/metadata/Adria Giner Pedrosa/Adria Giner Pedrosa_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Adria Giner Pedrosa/Adria Giner Pedrosa_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Adria Giner Pedrosa/Adria Giner Pedrosa_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Adria Giner Pedrosa/Adria Giner Pedrosa_Legendary_0.json,https://players.gameon.app/laliga/season/images/Adria Giner Pedrosa/Adria Giner Pedrosa_Common_0.png,https://players.gameon.app/laliga/season/images/Adria Giner Pedrosa/Adria Giner Pedrosa_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Adria Giner Pedrosa/Adria Giner Pedrosa_Rare_0.png,https://players.gameon.app/laliga/season/images/Adria Giner Pedrosa/Adria Giner Pedrosa_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Adria Giner Pedrosa/Adria Giner Pedrosa_Legendary_0.png
Albert Mboyo Sambi Lokonga,24,Belgium,Central Midfield,SEVILLA FC,Midfield,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.4,1.65,1.65,1.4,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.65,1.9,1.9,1.65,,1.0,1.0,1.0,1.85,2.1,2.1,1.85,,1.0,1.0,1.0,2.1,2.35,2.35,2.1,Albert Mboyo Sambi Lokonga.png,,375gnysvjk9bvq02ex1lkmynd,Sevilla.png,Albert Mboyo Sambi Lokonga.png,1,https://players.gameon.app/laliga/season/metadata/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Common_0.json,https://players.gameon.app/laliga/season/metadata/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Legendary_0.json,https://players.gameon.app/laliga/season/images/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Common_0.png,https://players.gameon.app/laliga/season/images/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Rare_0.png,https://players.gameon.app/laliga/season/images/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Albert Mboyo Sambi Lokonga/Albert Mboyo Sambi Lokonga_Legendary_0.png
Alvaro Fernandez Llorente,26,Spain,Goalkeeper,SEVILLA FC,GK,1,1.75,1.5,2.5,,,,,1.75,1.5,2.5,1.0,1.0,1.0,1.0,,1.85,1.6,2.6,1.0,1.0,1.0,1.0,,1.95,1.7,2.7,1.0,1.0,1.0,1.0,,2.1,1.85,2.85,1.0,1.0,1.0,1.0,,2.3,2.05,3.05,1.0,1.0,1.0,1.0,Alvaro Fernandez Llorente.png,,agd2nhvdhp18dg1weape5olpl,Sevilla.png,Alvaro Fernandez Llorente.png,1,https://players.gameon.app/laliga/season/metadata/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Common_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Legendary_0.json,https://players.gameon.app/laliga/season/images/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Common_0.png,https://players.gameon.app/laliga/season/images/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Rare_0.png,https://players.gameon.app/laliga/season/images/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Alvaro Fernandez Llorente/Alvaro Fernandez Llorente_Legendary_0.png
Chidera Ejuke,26,Nigeria,Left Winger,SEVILLA FC,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Chidera Ejuke.png,,6ufkq71qh9wrfyaez5yi94e09,Sevilla.png,Chidera Ejuke.png,1,https://players.gameon.app/laliga/season/metadata/Chidera Ejuke/Chidera Ejuke_Common_0.json,https://players.gameon.app/laliga/season/metadata/Chidera Ejuke/Chidera Ejuke_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Chidera Ejuke/Chidera Ejuke_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Chidera Ejuke/Chidera Ejuke_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Chidera Ejuke/Chidera Ejuke_Legendary_0.json,https://players.gameon.app/laliga/season/images/Chidera Ejuke/Chidera Ejuke_Common_0.png,https://players.gameon.app/laliga/season/images/Chidera Ejuke/Chidera Ejuke_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Chidera Ejuke/Chidera Ejuke_Rare_0.png,https://players.gameon.app/laliga/season/images/Chidera Ejuke/Chidera Ejuke_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Chidera Ejuke/Chidera Ejuke_Legendary_0.png
Dodi Lukebakio Ngandoli,26,Belgium,Right Winger,SEVILLA FC,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Dodi Lukebakio Ngandoli.png,,5cw4n6kdaa7imeyaiuo2pnq39,Sevilla.png,Dodi Lukebakio Ngandoli.png,1,https://players.gameon.app/laliga/season/metadata/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Common_0.json,https://players.gameon.app/laliga/season/metadata/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Legendary_0.json,https://players.gameon.app/laliga/season/images/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Common_0.png,https://players.gameon.app/laliga/season/images/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Rare_0.png,https://players.gameon.app/laliga/season/images/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Dodi Lukebakio Ngandoli/Dodi Lukebakio Ngandoli_Legendary_0.png
Enrique Jesus Salas Valiente,22,Spain,Centre-Back,SEVILLA FC,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Enrique Jesus Salas Valiente.png,,9nwkxgbl8t933pzu60ye4xxxw,Sevilla.png,Enrique Jesus Salas Valiente.png,1,https://players.gameon.app/laliga/season/metadata/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Common_0.json,https://players.gameon.app/laliga/season/metadata/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Legendary_0.json,https://players.gameon.app/laliga/season/images/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Common_0.png,https://players.gameon.app/laliga/season/images/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Rare_0.png,https://players.gameon.app/laliga/season/images/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Enrique Jesus Salas Valiente/Enrique Jesus Salas Valiente_Legendary_0.png
Gerard Fernandez Castellano,21,Spain,Centre-Forward,SEVILLA FC,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Gerard Fernandez Castellano.png,,42laa1qwbzlcruyrmlg5o1fu2,Sevilla.png,Gerard Fernandez Castellano.png,1,https://players.gameon.app/laliga/season/metadata/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Common_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Legendary_0.json,https://players.gameon.app/laliga/season/images/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Common_0.png,https://players.gameon.app/laliga/season/images/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Rare_0.png,https://players.gameon.app/laliga/season/images/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Gerard Fernandez Castellano/Gerard Fernandez Castellano_Legendary_0.png
Gonzalo Ariel Montiel,27,Argentina,Right-Back,SEVILLA FC,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Gonzalo Ariel Montiel.png,,1y74tse0vpdxanxf152cc8jjd,Sevilla.png,Gonzalo Ariel Montiel.png,1,https://players.gameon.app/laliga/season/metadata/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Common_0.json,https://players.gameon.app/laliga/season/metadata/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Legendary_0.json,https://players.gameon.app/laliga/season/images/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Common_0.png,https://players.gameon.app/laliga/season/images/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Rare_0.png,https://players.gameon.app/laliga/season/images/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Gonzalo Ariel Montiel/Gonzalo Ariel Montiel_Legendary_0.png
Isaac Romero Bernal,24,Spain,Centre-Forward,SEVILLA FC,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Isaac Romero Bernal.png,,45rxt159xjefvxlfgeykclw8a,Sevilla.png,Isaac Romero Bernal.png,1,https://players.gameon.app/laliga/season/metadata/Isaac Romero Bernal/Isaac Romero Bernal_Common_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Romero Bernal/Isaac Romero Bernal_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Romero Bernal/Isaac Romero Bernal_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Romero Bernal/Isaac Romero Bernal_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Romero Bernal/Isaac Romero Bernal_Legendary_0.json,https://players.gameon.app/laliga/season/images/Isaac Romero Bernal/Isaac Romero Bernal_Common_0.png,https://players.gameon.app/laliga/season/images/Isaac Romero Bernal/Isaac Romero Bernal_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Isaac Romero Bernal/Isaac Romero Bernal_Rare_0.png,https://players.gameon.app/laliga/season/images/Isaac Romero Bernal/Isaac Romero Bernal_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Isaac Romero Bernal/Isaac Romero Bernal_Legendary_0.png
Jesus Joaquin Fernandez Saenz De La Torre,30,Spain,Right Winger,SEVILLA FC,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Jesus Joaquin Fernandez Saenz De La Torre.png,,5c4ku1hmhy6l9dq8a5jp1qf9x,Sevilla.png,Jesus Joaquin Fernandez Saenz De La Torre.png,1,https://players.gameon.app/laliga/season/metadata/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Common_0.png,https://players.gameon.app/laliga/season/images/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Rare_0.png,https://players.gameon.app/laliga/season/images/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jesus Joaquin Fernandez Saenz De La Torre/Jesus Joaquin Fernandez Saenz De La Torre_Legendary_0.png
Jesus Navas Gonzalez,38,Spain,Right-Back,SEVILLA FC,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Jesus Navas Gonzalez.png,,2mg2n8e1d83gbeykfwzz0fumt,Sevilla.png,Jesus Navas Gonzalez.png,1,https://players.gameon.app/laliga/season/metadata/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Common_0.png,https://players.gameon.app/laliga/season/images/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Rare_0.png,https://players.gameon.app/laliga/season/images/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jesus Navas Gonzalez/Jesus Navas Gonzalez_Legendary_0.png
